filepath,label,split
data/input/Fish\Discuss\Discuss_201.jpg,Discuss,test
data/input/Fish\Bete\Bete_83.jpg,Bete,test
data/input/Fish\Oscar\Oscar_103.jpg,Oscar,test
data/input/Fish\Guppy\Guppy_175.jpg,Guppy,test
data/input/Fish\Bete\Bete_150.jpg,Bete,test
data/input/Fish\Bete\Bete_192.jpg,Bete,test
data/input/Fish\Gold\Gold_74.jpg,Gold,test
data/input/Fish\Gold\Gold_13.jpg,Gold,test
data/input/Fish\Gold\Gold_36.jpg,Gold,test
data/input/Fish\Guppy\Guppy_22.jpg,Guppy,test
data/input/Fish\Guppy\Guppy_73.png,Guppy,test
data/input/Fish\Discuss\Discuss_103.jpg,Discuss,test
data/input/Fish\Gold\Gold_49.jpg,Gold,test
data/input/Fish\Guppy\Guppy_119.jpg,Guppy,test
data/input/Fish\Bete\Bete_152.jpg,Bete,test
data/input/Fish\Oscar\Oscar_20.jpg,Oscar,test
data/input/Fish\Discuss\Discuss_48.jpg,Discuss,test
data/input/Fish\Guppy\Guppy_187.jpg,Guppy,test
data/input/Fish\Gold\Gold_165.jpg,Gold,test
data/input/Fish\Cray\Cray_70.jpg,Cray,test
data/input/Fish\Guppy\Guppy_128.jpg,Guppy,test
data/input/Fish\Discuss\Discuss_13.jpg,Discuss,test
data/input/Fish\Discuss\Discuss_188.jpg,Discuss,test
data/input/Fish\Guppy\Guppy_98.jpg,Guppy,test
data/input/Fish\Oscar\Oscar_89.jpg,Oscar,test
data/input/Fish\Discuss\Discuss_186.jpg,Discuss,test
data/input/Fish\Discuss\Discuss_184.jpg,Discuss,test
data/input/Fish\Discuss\Discuss_132.jpg,Discuss,test
data/input/Fish\Guppy\Guppy_3.jpg,Guppy,test
data/input/Fish\Oscar\Oscar_121.png,Oscar,test
data/input/Fish\Cray\Cray_10.jpg,Cray,test
data/input/Fish\Discuss\Discuss_198.png,Discuss,test
data/input/Fish\Bete\Bete_29.jpg,Bete,test
data/input/Fish\Guppy\Guppy_173.jpg,Guppy,test
data/input/Fish\Gold\Gold_131.jpg,Gold,test
data/input/Fish\Gold\Gold_44.jpg,Gold,test
data/input/Fish\Cray\Cray_58.jpg,Cray,test
data/input/Fish\Gold\Gold_33.jpg,Gold,test
data/input/Fish\Guppy\Guppy_6.jpg,Guppy,test
data/input/Fish\Bete\Bete_171.jpg,Bete,test
data/input/Fish\Guppy\Guppy_59.png,Guppy,test
data/input/Fish\Gold\Gold_66.jpg,Gold,test
data/input/Fish\Bete\Bete_42.jpg,Bete,test
data/input/Fish\Bete\Bete_166.jpg,Bete,test
data/input/Fish\Bete\Bete_99.jpg,Bete,test
data/input/Fish\Oscar\Oscar_30.jpg,Oscar,test
data/input/Fish\Bete\Bete_59.jpg,Bete,test
data/input/Fish\Gold\Gold_171.jpg,Gold,test
data/input/Fish\Cray\Cray_24.jpg,Cray,test
data/input/Fish\Oscar\Oscar_35.jpg,Oscar,test
data/input/Fish\Oscar\Oscar_145.png,Oscar,test
data/input/Fish\Bete\Bete_87.jpg,Bete,test
data/input/Fish\Bete\Bete_179.jpg,Bete,test
data/input/Fish\Gold\Gold_57.jpg,Gold,test
data/input/Fish\Cray\Cray_30.jpg,Cray,test
data/input/Fish\Gold\Gold_174.jpg,Gold,test
data/input/Fish\Cray\Cray_26.jpg,Cray,test
data/input/Fish\Gold\Gold_124.jpg,Gold,test
data/input/Fish\Gold\Gold_200.jpg,Gold,test
data/input/Fish\Discuss\Discuss_6.jpg,Discuss,test
data/input/Fish\Oscar\Oscar_42.jpg,Oscar,test
data/input/Fish\Bete\Bete_132.jpg,Bete,test
data/input/Fish\Gold\Gold_185.jpg,Gold,test
data/input/Fish\Oscar\Oscar_53.jpg,Oscar,test
data/input/Fish\Gold\Gold_130.jpg,Gold,test
data/input/Fish\Gold\Gold_193.jpg,Gold,test
data/input/Fish\Bete\Bete_118.jpg,Bete,test
data/input/Fish\Discuss\Discuss_142.jpg,Discuss,test
